"country","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","commissioning_year","owner","year_of_capacity_data"
"USA","Bay Branch Solar","USA0060601","5.0",35.4745,-77.1191,"Solar","2019.0","Sol Systems",2019
"USA","Bay Windpower I","USA0055944","1.8",45.7644,-84.7381,"Wind","2002.0","Bay Windpower LLC",2019
"USA","BayWa r.e Mozart LLC","USA0058048","30.0",32.9697,-100.5242,"Wind","2013.0","BayWa r.e Wind LLC",2019
"USA","Bayboro","USA0000627","226.8",27.7581,-82.6353,"Oil","1973.0","Duke Energy Florida  LLC",2019
"USA","Bayboro Solar Farm","USA0061528","5.0",35.1483,-76.8102,"Solar","2018.0","Cypress Creek Renewables",2019
"USA","Bayonne MUA- Leitner-Poma Wind Turbine","USA0059797","1.5",40.6528,-74.1178,"Wind","2012.0","SUEZ North America  Inc",2019
"USA","Bayou Cogen Plant","USA0010298","318.4",29.6225,-95.0458,"Gas","2015.0000000000002","Air Liquide Large Industries U S LP",2019
"USA","Bayou Cove Peaking Power","USA0055433","416.0",30.2825,-92.5997,"Gas","2002.0","NRG South CentralOperationsInc",2019
"USA","Bayshore Solar A  LLC","USA0060481","20.0",34.6678,-118.2981,"Solar","2018.0","Sustainable Power Group  LLC",2019
"USA","Bayshore Solar B  LLC","USA0060474","20.0",34.6783,-118.3026,"Solar","2018.0","Sustainable Power Group  LLC",2019
"USA","Bayshore Solar C  LLC","USA0060475","20.0",34.6813,-118.3141,"Solar","2018.0","Sustainable Power Group  LLC",2019
"USA","Bayswater Peaking Facility LLC","USA0055699","60.5",40.6107,-73.7622,"Gas","2002.0","Bayswater Peaking Facility LLC",2019
"USA","Baytown Energy Center","USA0055327","932.9000000000001",29.7731,-94.9019,"Gas","2001.9999999999998","Baytown Energy Center LLC",2019
"USA","Bayview","USA0003782","12.0",37.2717,-75.9682,"Oil","1963.0","Calpine Mid-Atlantic Generation LLC",2019
"USA","Bayway Refinery","USA0056294","11.2",40.6376,-74.2212,"Cogeneration","1968.0","Phillips 66",2019
"USA","Bd of Educ of Queen Anne's Cnty  Cnty HS","USA0062074","1.7",39.036,-76.0543,"Solar","2019.0","Tesla Inc.",2019
"USA","Beacon BESS 1","USA0061431","20.0",35.2565,-118.0275,"Storage","2018.0","Los Angeles Department of Water & Power",2019
"USA","Beacon Solar Plant Site 2","USA0059309","47.3",35.2658,-117.9992,"Solar","2018.0","CD Global Solar Holdings  LLC",2019
"USA","Beacon Solar Plant Site 5","USA0059308","37.8",35.2489,-118.0344,"Solar","2018.0","CD Global Solar Holdings  LLC",2019
"USA","Bear Creek","USA0050156","3.2",40.5345,-121.9591,"Hydro","1990.0","CHI-West Inc",2019
"USA","Bear Creek Dam","USA0002741","9.0",35.2427,-83.072,"Hydro","1954.0","Duke Energy Carolinas  LLC",2019
"USA","Bear Creek Solar","USA0061351","2.0",35.5403,-79.4491,"Solar","2017.0","Cypress Creek Renewables",2019
"USA","Bear Creek Solar","USA0058508","1.5",38.1364,-121.1489,"Solar","2014.0","Ecos Energy LLC",2019
"USA","Bear Creek Solar Center","USA0061281","10.0",44.0608,-121.2372,"Solar","2018.0","GCL New Energy  Inc.",2019
"USA","Bear Mountain Limited","USA0010649","46.0",35.4192,-118.9266,"Gas","1995.0","WCAC Operating Company",2019
"USA","Bear Swamp","USA0008005","600.0",42.6839,-72.9599,"Hydro","1974.0","Bear Swamp Power Company LLC",2019
"USA","Bear Valley","USA0000457","1.4",33.1662,-117.0166,"Hydro","1985.9999999999998","City of Escondido - (CA)",2019
"USA","Bear Valley Power Plant","USA0056346","8.4",34.2506,-116.9025,"Gas","2005.0","Golden State Water Company",2019
"USA","BearPond Solar Center LLC","USA0058955","4.8",36.2761,-78.3772,"Solar","2015.0","BearPond Solar Center LLC",2019
"USA","Beardslee","USA0002543","20.0",43.0191,-74.7413,"Hydro","1924.0","Erie Boulevard Hydropower LP",2019
"USA","Beardsley","USA0000414","10.0",38.2026,-120.077,"Hydro","1957.0","Oakdale&South San Joaquin Irrigation D.",2019
"USA","Bearford Farm Solar Project","USA0059567","5.0",34.61,-77.9242,"Solar","2017.0","Bearford Farm  LLC",2019
"USA","Bearford Solar II","USA0059488","4.9",34.6119,-77.9289,"Solar","2018.0","Bearford Solar II  LLC",2019
"USA","Bearkat","USA0059972","196.7",31.7272,-101.582,"Wind","2018.0","Bearkat Wind Energy 1  LLC",2019
"USA","Beatrice","USA0008000","247.1",40.3302,-96.8082,"Gas","2005.0","Nebraska Public Power District",2019
"USA","Beaufort Solar  LLC","USA0059887","15.0",35.456,-77.134,"Solar","2016.0","Capital Power Corporation",2019
"USA","Beaumont Hospital Dearborn Campus","USA0050260","4.5",42.2917,-83.2119,"Oil","2006.0","Beaumont Hospital Dearborn Campus",2019
"USA","Beaver Creek Wind","USA0061079","340.0",42.107,-94.1646,"Wind","2018.0","MidAmerican Energy Co",2019
"USA","Beaver Dam","USA0058811","22.0",41.6114,-76.8431,"Gas","2016.0000000000002","Beaver Dam Energy LLC",2019
"USA","Beaver Dam","USA0000182","112.0",36.4215,-93.8474,"Hydro","1965.0","USCE-Little Rock District",2019
"USA","Beaver Falls","USA0006580","5.4",55.3798,-131.4703,"Hydro","1952.7037037037037","Ketchikan Public Utilities",2019
"USA","Beaver Island","USA0007831","3.3",45.7291,-85.5244,"Oil","2000.2727272727273","Great Lakes Energy Coop",2019
"USA","Beaver Ridge Wind","USA0057130","4.5",44.4967,-69.35,"Wind","2008.0","Beaver Ridge Wind LLC",2019
"USA","Beaver Run","USA0060805","7.4",41.153,-74.6381,"Solar","2015.0","Shotco Energy  LLC",2019
"USA","Beaver Solar LLC","USA0059546","1.3",40.6914,-80.3239,"Solar","2013.0","Laurel Capital Partners",2019
"USA","Beaver Valley","USA0006040","1846.8",40.6219,-80.4336,"Nuclear","1981.5000000000002","FirstEnergy Nuclear Operating Company",2019
"USA","Beaver Valley Patterson Dam","USA0010546","1.2000000000000002",40.7441,-80.3178,"Hydro","1981.9999999999998","CHI Energy Inc",2019
"USA","Becker Solar 2 CSG","USA0062084","1.0",45.1746,-93.6841,"Solar","2019.0","SunShare Management",2019
"USA","Becker Solar 3 CSG","USA0062085","1.0",45.1749,-93.6837,"Solar","2019.0","SunShare Management",2019
"USA","Becker Solar 4 CSG","USA0062086","1.0",45.1757,-93.6797,"Solar","2019.0","SunShare Management",2019
"USA","Becker Solar 5 CSG","USA0062087","1.0",45.1757,-93.6794,"Solar","2019.0","SunShare Management",2019
"USA","Becker Solar CSG","USA0062040","1.0",45.1755,-93.6839,"Solar","2019.0","SunShare Management",2019
"USA","Becton Canaan","USA0063262","2.5",42.01,-73.335,"Solar","2018.4","DG Northeast 1  LLC",2019
"USA","Bed Bath & Beyond DC Port Reading NJ","USA0058096","1.8",40.5683,-74.2425,"Solar","2012.0","Bed Bath & Beyond",2019
"USA","Bedford Solar","USA0061126","3.0",37.335,-79.481,"Solar","2018.0","Oppidum Renewables USA  LLC",2019
"USA","Beebe 1A","USA0058020","81.6",43.2569,-84.4997,"Wind","2013.0","Beebe Renewable Energy  LLC",2019
"USA","Beebe 1B","USA0058908","50.4",43.2569,-84.4997,"Wind","2015.0","Beebe 1B Renewable Energy  LLC",2019
"USA","Beebe Substation Battery Storage","USA0062585","3.0",42.4879,-71.0478,"Storage","2019.0","Massachusetts Mun Wholes Electric Co",2019
"USA","Beebee Island Hydro Plant","USA0010531","9.0",43.9767,-75.9072,"Hydro","1931.0","Erie Boulevard Hydropower LP",2019
"USA","Beech Ridge Energy LLC","USA0057151","100.5",38.0878,-80.4925,"Wind","2010.0","Invenergy Services LLC",2019
"USA","Beech Ridge Energy Storage","USA0060390","31.5",38.0878,-80.4925,"Storage","2015.0","Invenergy Services LLC",2019
"USA","Beecher Gas Recovery","USA0056419","3.3000000000000003",41.3811,-87.6375,"Waste","2006.6666666666667","Will County Energy LLC",2019
"USA","Beethoven Wind","USA0059187","80.0",43.16,-98.08,"Wind","2015.0","NorthWestern Energy - (SD)",2019
"USA","Beetle Solar","USA0059511","4.0",35.1785,-81.665,"Solar","2017.0","Cypress Creek Renewables",2019
"USA","Belchertown","USA0060653","1.0",42.2595,-72.4004,"Solar","2016.0","Altus Power America Management  LLC",2019
"USA","Belchertown Renewables Community Solar","USA0061295","4.0",42.3,-72.3,"Solar","2018.0","Belchertown Renewables  LLC",2019
"USA","Belden","USA0000219","117.9",40.0074,-121.2494,"Hydro","1969.0","Pacific Gas & Electric Co.",2019
"USA","Beldens","USA0006451","5.699999999999999",44.0525,-73.1762,"Hydro","1967.666666666667","Green Mountain Power Corp",2019
"USA","Belfort","USA0002544","2.0",43.9275,-75.3331,"Hydro","1914.1","Erie Boulevard Hydropower LP",2019
"USA","Bell Bay Solar Farm","USA0062395","1.6",33.6677,-78.918,"Solar","2018.0","Bell Bay Solar Farm",2019
"USA","Belle Haven Diesel Generation Facility","USA0060234","4.0",37.5486,-75.7908,"Oil","2002.0","Old Dominion Electric Coop",2019
"USA","Bellefonte","USA0006150","14.0",34.7092,-85.9278,"Oil","1999.0","Tennessee Valley Authority",2019
"USA","Belleville Dam","USA0007594","42.0",39.1192,-81.7375,"Hydro","1999.0","American Mun Power-Ohio  Inc",2019
"USA","Bellevue Solar Project","USA0057372","1.6",45.1122,-123.2347,"Solar","2011.0000000000002","EDF Renewable Asset Holdings  Inc.",2019
"USA","Bellingham PV","USA0058403","3.0",42.075,-71.7031,"Solar","2013.0","Terraform Arcadia",2019
"USA","Bellows Falls","USA0003745","40.8",43.1375,-72.4464,"Hydro","1928.0","Great River Hydro  LLC",2019
"USA","Belmont","USA0059172","3.8",39.72,-86.1931,"Solar","2015.0","Marion Solar LLC",2019
"USA","Beluga","USA0000096","312.4",61.1861,-151.0356,"Gas","1974.9398207426377","Chugach Electric Assn Inc",2019
"USA","Belwood Farm","USA0058314","4.0",35.47,-81.5083,"Solar","2013.0","Palmetto Power Management LLC",2019
"USA","Bend","USA0006484","1.1",44.0623,-121.3133,"Hydro","1915.9999999999998","PacifiCorp",2019
"USA","Benjamin Moore & Co. Solar","USA0057733","1.4",40.8256,-74.7147,"Solar","2010.9999999999998","Constellation Solar New Jersey  LLC",2019
"USA","Bennett","USA0063410","1.4",42.936,-77.472,"Solar","2019.0","Abundant Solar Power Inc.",2019
"USA","Bennett Creek Windfarm LLC - Mountain Home","USA0056637","21.0",43.0536,-115.4803,"Wind","2008.0","Bennett Creek Windfarm LLC",2019
"USA","Bennett Mountain","USA0055733","172.8",43.1472,-115.6666,"Gas","2004.9999999999998","Idaho Power Co",2019
"USA","Bennetts Bridge","USA0002545","36.0",43.5317,-75.9531,"Hydro","1949.0","Erie Boulevard Hydropower LP",2019
"USA","Benson City of","USA0001964","9.0",45.3144,-95.6028,"Oil","2002.0","City of Benson - (MN)",2019
"USA","Benson Creek Windfarm (Burnt River)","USA0059491","10.0",44.3669,-117.3439,"Wind","2017.0","Benson Creek",2019
"USA","Bent Tree Wind Farm Phase 1","USA0057198","201.3",43.7246,-93.4504,"Wind","2011.0000000000002","Wisconsin Power & Light Co",2019
"USA","Benthall Bridge PV 1","USA0059515","5.0",36.42,-77.1003,"Solar","2017.0","Ecoplexus  Inc",2019
"USA","Benton County Wind Farm","USA0056679","130.5",40.695,-87.4886,"Wind","2008.0","Orion Energy Group LLC",2019
"USA","Benton Falls Associates","USA0010523","4.2",44.5802,-69.5545,"Hydro","1988.0","Essex Hydro Associates LLC",2019
"USA","BentonSun LLC","USA0060695","5.0",44.7662,-93.8579,"Solar","2017.0","SunShare Management",2019
"USA","Beowawe Power","USA0010287","20.6",40.5547,-116.6175,"Geothermal","1990.3689320388348","Terra-Gen Operating Co-Geo",2019
"USA","Bergenmand Solar Partners  LLC Mahwah","USA0063200","1.0",41.0791,-74.15,"Solar","2012.0","Vanguard Energy Partners  LLC",2019
"USA","Beringer","USA0058890","1.2",38.5108,-122.4797,"Solar","2008.9999999999998","Perpetual Energy Systems",2019
"USA","Berkeley County Landfill","USA0057945","3.2",33.1211,-80.0294,"Waste","2011.0000000000002","South Carolina Public Service Authority",2019
"USA","Berkley East Solar LLC","USA0058871","3.0",41.8239,-71.0414,"Solar","2013.0","SunEdison LLC",2019
"USA","Berkshire 1","USA0058624","1.8",42.1144,-73.4053,"Solar","2012.0","PPS Berkshire Solar LLC",2019
"USA","Berkshire Power","USA0055041","289.0",42.0476,-72.6478,"Gas","1999.0","Berkshire Power Co LLC",2019
"USA","Berkshire Wind Power Project","USA0057721","19.6",42.5867,-73.275,"Wind","2012.8775510204077","Massachusetts Mun Wholes Electric Co",2019
"USA","Berlin","USA0006565","5.4",38.3278,-75.2172,"Oil","1987.4259259259259","Town of Berlin - (MD)",2019
"USA","Berlin 5","USA0003734","41.8",44.251,-72.6027,"Oil","1972.0","Green Mountain Power Corp",2019
"USA","Berlin Gorham","USA0054639","30.299999999999997",44.3889,-71.1645,"Hydro","1925.6072607260726","Great Lakes Hydro America LLC",2019
"USA","Berlin Landfill Gas","USA0056069","2.4000000000000004",43.9603,-88.9158,"Waste","2001.0","WM Renewable Energy LLC",2019
"USA","Bernards Solar","USA0060437","2.6",40.7027,-74.5816,"Solar","2016.0","NJR Clean Energy Ventures Corporation",2019
"USA","Bernhardt Furniture Solar Farm","USA0060881","1.1",35.8499,-81.5409,"Solar","2016.0000000000002","Bernhardt Furniture Company",2019
"USA","Bernice Lake","USA0006292","76.7",60.6935,-151.3874,"Gas","1977.5501955671443","Homer Electric Assn Inc",2019
"USA","Berrien Springs","USA0001753","7.199999999999998",41.9439,-86.3289,"Hydro","1996.000000000001","Indiana Michigan Power Co",2019
"USA","Berry Cogen","USA0050170","38.7",35.093,-119.4436,"Gas","1987.0","Berry Petroleum Co",2019
"USA","Berry Cogen Tanne Hills 18","USA0050622","17.6",35.0898,-119.4409,"Gas","1987.0","Berry Petroleum Co",2019
"USA","Berry NMW Cogens","USA0062176","9.6",35.3076,-119.6116,"Gas","2017.0000000000002","Berry Petroleum Co",2019
"USA","Berry Placerita Cogen","USA0052096","42.8",34.3841,-118.4949,"Gas","1990.0000000000002","Berry Petroleum Co",2019
"USA","Berry Plastics Solar","USA0059097","10.1",40.6983,-75.1519,"Solar","2013.9999999999998","GSRP",2019
"USA","Beryl Solar Plant","USA0058598","3.0",37.6392,-113.6458,"Solar","2015.0","First Wind O&M  LLC",2019
"USA","Betcher Community Solar Garden","USA0061671","1.0",44.3924,-92.596,"Solar","2018.0","Betcher CSG LLC",2019
"USA","Bethel","USA0006566","12.6",60.7897,-161.7878,"Oil","1981.0000000000002","Alaska Village Elec Coop  Inc",2019
"USA","Bethel Price Solar  LLC","USA0058843","5.0",35.7947,-77.3811,"Solar","2015.0","Bethel Price Solar  LLC",2019
"USA","Bethel Solar","USA0059173","5.0",35.75,-77.385,"Solar","2016.0","Bethel Solar LLC",2019
"USA","Bethel Wind Farm LLC","USA0060414","276.0",34.5753,-102.4747,"Wind","2017.0","Southern Power Co",2019
"USA","Bethlehem - East","USA0060477","1.7",42.539,-73.8243,"Solar","2016.0","DG Bethlehem Solar  LLC",2019
"USA","Bethlehem - West","USA0060478","1.0",42.539,-73.8243,"Solar","2016.0","DG Bethlehem Solar  LLC",2019
"USA","Bethlehem Solar","USA0063079","1.7",42.6011,-73.8874,"Solar","2019.0","Forefront Power  LLC",2019
"USA","Beulaville","USA0059039","2.0",34.9,-77.78,"Solar","2014.0","Sustainable Power Group  LLC",2019
"USA","Beverly","USA0059242","2.0",42.59,-70.9119,"Solar","2014.0","Integrys MA Solar  LLC",2019
"USA","Bi-County Gas Producers","USA0058559","3.0",36.5406,-87.5444,"Waste","2013.0","Cube District Energy  LLC",2019
"USA","Bibb Jones","USA0062880","1.0",32.7777,-83.7562,"Solar","2019.0","Westbound Solar LLC",2019
"USA","Bidwell Ditch Project","USA0010880","1.8",40.8014,-121.4481,"Hydro","1987.0","Mega Renewables",2019
"USA","Big Bend Dam","USA0003375","538.3000000000001",44.0384,-99.4463,"Hydro","1965.125023221252","USACE-Omaha",2019
"USA","Big Blue","USA0057289","36.0",43.6122,-94.1919,"Wind","2013.0","Big Blue Wind Farm LLC (MN)",2019
"USA","Big Cajun 1","USA0001464","492.8",30.6739,-91.3556,"Gas","1987.6298701298701","Louisiana Generating LLC",2019
"USA","Big Cliff","USA0003074","18.0",44.7514,-122.2832,"Hydro","1955.0","USACE Northwestern Division",2019
"USA","Big Creek 1","USA0000317","88.4",37.2042,-119.2396,"Hydro","1919.6787330316743","Southern California Edison Co",2019
"USA","Big Creek 2","USA0000318","66.6",37.2,-119.3069,"Hydro","1918.7297297297298","Southern California Edison Co",2019
"USA","Big Creek 2A","USA0000322","110.0",37.2001,-119.3068,"Hydro","1928.5","Southern California Edison Co",2019
"USA","Big Creek 3","USA0000319","174.5",37.1485,-119.3866,"Hydro","1940.080229226361","Southern California Edison Co",2019
"USA","Melinda Solar","USA0059502","5.0",36.2487,-78.3475,"Solar","2015.0","Cypress Creek Renewables",2019
"USA","Big Creek 4","USA0000320","100.0",37.139,-119.4898,"Hydro","1951.0","Southern California Edison Co",2019
"USA","Big Creek 8","USA0000321","75.0",37.2096,-119.3289,"Hydro","1925.8","Southern California Edison Co",2019
"USA","Big Creek Water Works","USA0010282","5.0",40.6467,-123.498,"Hydro","1987.0","Big Creek Water Works Ltd",2019
"USA","Big Falls","USA0003983","7.7",45.4917,-91.0469,"Hydro","1945.0519480519479","Northern States Power Co - Minnesota",2019
"USA","Big Fork","USA0006459","4.1",48.0592,-114.0708,"Hydro","1924.5121951219514","PacifiCorp",2019
"USA","Big George PV CSG","USA0061429","1.0",41.9023,-70.7161,"Solar","2018.0","Altus Power America Management  LLC",2019
"USA","Big Horn Wind II","USA0057319","50.0",45.9192,-120.3039,"Wind","2011.0","Avangrid Renewables LLC",2019
"USA","Big Horn Wind Project","USA0056361","199.0",45.8877,-120.2896,"Wind","2006.0","Avangrid Renewables LLC",2019
"USA","Big Lake Holdco Solar CSG","USA0060836","5.0",45.3346,-93.7756,"Solar","2017.0","Big Lake Holdco LLC",2019
"USA","Big Lake Project CSG","USA0061817","5.0",45.334,-93.792,"Solar","2018.0","DG Minnesota CSG  LLC",2019
"USA","Big Level Wind","USA0060551","90.0",41.8693,-77.6659,"Wind","2020.0","Big Level Wind LLC",2019
"USA","Big Pine Creek","USA0000391","3.2",37.1428,-118.3241,"Hydro","1925.0","Los Angeles Department of Water & Power",2019
"USA","Big Quinnesec 61","USA0007821","4.4",45.7883,-88.0415,"Hydro","1914.0","Wisconsin Electric Power Co",2019
"USA","Big Quinnesec 92","USA0007820","16.0",45.7881,-88.0408,"Hydro","1949.5","Wisconsin Electric Power Co",2019
"USA","Big Sand Draw Plant","USA0060130","8.0",42.7527,-108.1697,"Gas","2015.0","Devon Energy Production Co",2019
"USA","Big Sandy","USA0001353","280.5",38.1707,-82.6176,"Gas","1963.0","Kentucky Power Co",2019
"USA","Big Sandy Peaker Plant","USA0055284","353.4",38.3441,-82.5938,"Gas","2001.0000000000002","Middle River Power II  LLC",2019
"USA","Big Sky Dairy Digester","USA0057393","1.6",42.8656,-114.7914,"Biomass","2009.0","DF-AP #1 LLC",2019
"USA","Big Sky Wind LLC","USA0057135","240.0",41.5992,-89.4561,"Wind","2011.0","RWE Renewables Americas LLC",2019
"USA","Big Spring Wind Power Facility","USA0054979","34.3",32.2075,-101.3883,"Wind","1999.0","Terra-Gen Operating Co-Wind",2019
"USA","Big Thompson","USA0000515","4.5",40.421,-105.2238,"Hydro","1959.0","U S Bureau of Reclamation",2019
"USA","Big Timber Wind Farm","USA0061155","25.0",45.8554,-109.6492,"Wind","2018.0","Consolidated Edison Development Inc.",2019
"USA","Big Top LLC","USA0056968","1.7",45.655,-119.4647,"Wind","2009.0","Echo 3",2019
"USA","Big Turtle Wind Farm  LLC","USA0058891","49.4",43.8508,-82.7825,"Wind","2015.5951417004048","Heritage Garden Wind Farm I LLC",2019
"USA","Big Valley Power LLC","USA0010288","9.3",41.1325,-121.1372,"Waste","1983.0","Big Valley Power (BVP) LLC",2019
"USA","Biglow Canyon Wind Farm","USA0056485","449.70000000000005",45.6537,-120.6034,"Wind","2009.0791638870357","Portland General Electric Co",2019
"USA","Biltmore Solar Fields","USA0061271","1.5",35.5612,-82.5884,"Solar","2012.0","The Biltmore Company",2019
"USA","Bingham Wind","USA0057531","186.0",45.1033,-69.7619,"Wind","2017.0","Novatus Energy",2019
"USA","BioTown Ag","USA0059774","6.0",40.7656,-86.8797,"Biomass","2012.5","BioTown Ag",2019
"USA","Biomass One LP","USA0010869","40.0",42.4361,-122.85,"Waste","1994.625","Biomass One LP",2019
"USA","Biotech LS 0836","USA0056932","1.0",46.7331,-117.1583,"Oil","2009.0","Washington State University",2019
"USA","Birch","USA0062172","1.8",40.7676,-94.4744,"Wind","2017.0","Birch Power LLC",2019
"USA","Birch Creek Power","USA0010140","2.6",44.0274,-112.7194,"Hydro","1986.0","Birch Power Co",2019
"USA","Birchwood Power","USA0054304","258.3",38.2667,-77.3147,"Coal","1996.0","Birchwood Power Partners LP",2019
"USA","Bird City","USA0001224","4.0",39.7581,-101.5319,"Oil","1965.5","Midwest Energy Inc",2019
"USA","Bird Machine Solar Farm","USA0060854","3.5",42.1096,-71.2667,"Solar","2017.0","Bird Machine Solar Farm  LLC",2019
"USA","Birdsboro Power","USA0061035","525.0",40.2685,-75.7997,"Gas","2019.0","Birdsboro Power LLC",2019
"USA","Biron","USA0003971","5.6",44.4306,-89.7808,"Hydro","1909.9285714285713","Consolidated Water Power Co",2019
"USA","Biscoe Solar LLC","USA0058667","5.0",35.3839,-79.7703,"Solar","2014.0","Sustainable Power Group  LLC",2019
"USA","Bishop Creek 2","USA0000323","7.3",37.2736,-118.5733,"Hydro","1908.945205479452","Southern California Edison Co",2019
"USA","Bishop Creek 3","USA0000324","8.399999999999999",37.302,-118.532,"Hydro","1913.0000000000002","Southern California Edison Co",2019
"USA","Bishop Creek 4","USA0000325","8.2",37.323,-118.5017,"Hydro","1906.756097560976","Southern California Edison Co",2019
"USA","Bishop Creek 5","USA0000326","4.5",37.3344,-118.4797,"Hydro","1929.6666666666667","Southern California Edison Co",2019
"USA","Bishop Creek 6","USA0000327","1.6",37.3499,-118.4628,"Hydro","1913.0","Southern California Edison Co",2019
"USA","Bishop Hill Energy LLC","USA0057463","200.0",41.2153,-90.1208,"Wind","2012.0","SunEdison LLC",2019
"USA","Bishop Hill II Wind Farm","USA0058111","81.0",41.2325,-90.1742,"Wind","2012.0","Bishop Hill Energy II  LLC",2019
"USA","Bishop Hill III","USA0061787","119.0",41.2111,-90.276,"Wind","2018.0","Invenergy Services LLC",2019
"USA","Bison 2 Wind Energy Center","USA0057800","105.0",46.98,-101.5547,"Wind","2013.0","ALLETE  Inc.",2019
"USA","Bison 3 Wind Energy Center","USA0057801","105.0",46.98,-101.5547,"Wind","2013.0","ALLETE  Inc.",2019
"USA","Bison 4 Wind Energy Center","USA0058872","205.0",46.98,-101.5547,"Wind","2015.0","ALLETE  Inc.",2019
"USA","Bison I Wind Energy Center","USA0057038","81.8",46.98,-101.5547,"Wind","2011.5501222493888","ALLETE  Inc.",2019
"USA","Bison Solar LLC","USA0060351","30.0",40.8638,-105.0111,"Solar","2016.0","Bison Solar LLC",2019
"USA","Bisson Windfarm LLC","USA0056201","2.0",43.9844,-96.2194,"Wind","2003.0","Bisson Windfarm LLC",2019
"USA","Bizzell Church Solar 1  LLC","USA0060401","5.2",35.5494,-78.1799,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","Bizzell Church Solar 2","USA0061158","5.0",35.5444,-78.1772,"Solar","2017.0","CD Global Solar Holdings  LLC",2019
"USA","Black Bear Lake","USA0007752","4.5",55.4765,-133.1477,"Hydro","1995.0","Alaska Power and Telephone Co",2019
"USA","Black Butte","USA0007229","6.1",39.8149,-122.3323,"Hydro","1988.0","City of Santa Clara - (CA)",2019
"USA","Black Canyon","USA0006396","10.2",43.9305,-116.4372,"Hydro","1925.9999999999998","U S Bureau of Reclamation",2019
"USA","Black Cap Solar Plant","USA0058150","2.0",42.175,-120.3626,"Solar","2012.0","PacifiCorp",2019
"USA","Black Creek","USA0054860","3.7",47.5497,-121.7105,"Hydro","1994.0","Black Creek Hydro Inc",2019
"USA","Black Dog","USA0001904","562.8",44.8108,-93.2501,"Gas","1997.09026297086","Northern States Power Co - Minnesota",2019
"USA","Black Eagle","USA0002181","24.0",47.5213,-111.2614,"Hydro","1927.0","NorthWestern Energy",2019
"USA","Black Eagle Solar  LLC","USA0061336","3.0",47.5475,-111.254,"Solar","2017.0","Enerparc Inc.",2019
"USA","Black Hawk Station","USA0055064","243.9",35.6957,-101.36,"Gas","2001.8782287822876","Borger Energy Associates LP",2019
"USA","Black Mountain Generating Station","USA0056482","121.0",35.0361,-114.1594,"Gas","2008.0","UNS Electric  Inc",2019
"USA","Black Mountain Solar LLC","USA0058042","9.0",35.0227,-114.1627,"Solar","2013.0","Black Mountain Solar LLC",2019
"USA","Black Oak Power Producers","USA0059310","4.0",37.2319,-92.4539,"Waste","2015.0","Cube District Energy  LLC",2019
"USA","Black Oak Wind Farm","USA0058692","78.0",45.6608,-95.0128,"Wind","2017.0","Black Oak Wind  LLC",2019
"USA","Black River","USA0002546","6.0",44.0001,-75.8132,"Hydro","1920.0","Erie Boulevard Hydropower LP",2019
"USA","Black River Hydro Associates","USA0010687","5.7",43.5912,-75.3442,"Hydro","1984.0000000000002","CHI Energy Inc",2019
"USA","BlackRock-Matrix","USA0057727","2.5",40.3622,-74.4797,"Solar","2012.0","Public Service Elec & Gas Co",2019
"USA","Blackburn Landfill Co-Generation","USA0055488","2.9",35.6067,-81.3006,"Waste","2000.2758620689656","Catawba County",2019
"USA","Blacksand Generating Facility","USA0056090","8.0",33.9328,-117.855,"Gas","2000.45","Bridge Energy LLC",2019
"USA","Blackstone Wind Farm II LLC","USA0057113","200.0",41.1406,-88.53,"Wind","2010.0","Blackstone Wind Farm II LLC",2019
"USA","Blackstone Wind Farm LLC","USA0057110","102.0",41.1508,-88.6233,"Wind","2009.0","Blackstone Wind Farm LLC",2019
"USA","Blackstone/Tupperware","USA0050177","1.6",42.0145,-71.5444,"Hydro","1981.0000000000002","Blackstone Hydro Inc.",2019
"USA","Blacktip Solar","USA0061939","2.0",33.9005,-79.756,"Solar","2019.0","Blacktip Solar  LLC",2019
"USA","Blackville Solar II","USA0061973","20.0",33.3443,-81.2618,"Solar","2019.0","DP-C2 Episode 1 LLC",2019
"USA","Blackwell Solar Park","USA0059524","20.0",35.612,-119.845,"Solar","2019.0","Consolidated Edison Development Inc.",2019
"USA","Bladen Solar","USA0061561","50.0",34.8235,-78.6235,"Solar","2018.0","Cypress Creek Renewables",2019
"USA","Bladenboro Farm","USA0058868","5.0",34.535,-78.8131,"Solar","2013.0","Blandenboro Farm LLC",2019
"USA","Bladenboro Solar  LLC","USA0061283","4.8",34.5478,-78.8177,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","Bladenboro Solar 2","USA0062101","4.5",34.536,-78.799,"Solar","2018.0","Bladenboro Farm 2 LLC",2019
"USA","Blair Wire Village Solar  LLC CSG","USA0063557","1.0",42.259,-71.975,"Solar","2018.0","38 Degrees North  LLC",2019
"USA","Blake","USA0002547","15.0",44.5065,-74.7534,"Hydro","1957.0","Erie Boulevard Hydropower LP",2019
"USA","Blakely Mountain","USA0000197","75.0",34.571,-93.1944,"Hydro","1955.0","USCE -Vickburg District",2019
"USA","Blanchard","USA0001892","18.0",45.8614,-94.3592,"Hydro","1946.0","ALLETE  Inc.",2019
"USA","Blenheim Gilboa","USA0002691","1000.0",42.4423,-74.4479,"Hydro","1973.0","New York Power Authority",2019
